person_income,person_emp_length,loan_percent_income,loan_int_rate,loan_amnt,D,E,F,G,cb_person_default_on_file,Other,Rent,Own,loan_status
70000.0,8.0,0.1,6.92,7125.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
52000.0,3.0,0.23,7.91,12000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
65000.0,7.0,0.18,13.98,12000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
96000.0,4.0,0.21,10.99,20000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
31000.0,5.0,0.24,5.42,7500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
39000.0,6.0,0.18,8.32,7100.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
60000.0,8.0,0.12,6.99,7000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
34000.0,19.0,0.18,7.9,6000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
75000.0,2.0,0.11,7.9,8000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
80000.0,1.0,0.15,6.62,12000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
52000.0,6.0,0.06,10.99,3300.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
42000.0,3.0,0.43,6.17,18000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
28000.0,8.0,0.09,11.49,2400.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
98000.0,8.0,0.04,7.68,3500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
123144.0,2.0,0.1,10.75,12000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
47000.0,3.0,0.26,10.37,12000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
45600.0,1.0,0.44,10.0,20000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
40000.0,1.0,0.21,14.35,8500.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
45000.0,2.0,0.18,14.65,8000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
45000.0,7.0,0.09,7.49,4000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
64600.0,0.0,0.28,6.91,21500.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
46000.0,7.0,0.22,13.43,10000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
45000.0,1.0,0.22,12.87,10000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0
18000.0,2.0,0.17,12.69,3000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
19992.0,12.0,0.15,7.14,3000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
100000.0,3.0,0.08,13.98,8000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
144000.0,4.0,0.15,13.57,21000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
21112.0,0.0,0.17,15.99,3600.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0
45000.0,0.0,0.22,12.98,10000.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
62400.0,0.0,0.19,6.91,12000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
73000.0,7.0,0.07,13.11,4750.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0
45000.0,0.0,0.12,11.36,5600.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
62000.0,5.0,0.16,5.99,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
56784.0,3.0,0.21,14.96,12000.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0
85000.0,2.0,0.09,7.74,8000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
46000.0,9.0,0.11,11.71,4925.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
50000.0,0.0,0.11,11.03,5600.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
161000.0,10.0,0.19,7.9,30000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
38400.0,10.0,0.2,17.58,7500.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
96000.0,3.0,0.1,7.88,10000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
115000.0,4.0,0.22,12.53,25000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
67000.0,7.0,0.3,11.71,20000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
36000.0,1.0,0.03,8.59,1000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
90000.0,3.0,0.17,11.86,15000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
55000.0,3.0,0.09,11.12,4800.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
80730.0,7.0,0.12,7.29,9600.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
24000.0,3.0,0.25,8.49,6000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
60000.0,6.0,0.14,16.89,8400.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
155000.0,5.0,0.05,5.42,7000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
61900.0,4.0,0.02,13.23,1500.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
68000.0,5.0,0.21,8.59,14400.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
50000.0,1.0,0.24,7.51,12000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
40000.0,7.0,0.25,10.36,10000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
60000.0,8.0,0.08,15.57,5000.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
71000.0,8.0,0.05,11.49,3500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
58800.0,10.0,0.05,11.49,3000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
37000.0,3.0,0.15,9.2,5500.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
45192.0,0.0,0.26,10.74,11700.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
48000.0,4.0,0.09,10.74,4200.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
24000.0,6.0,0.06,6.03,1500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
14400.0,0.0,0.15,14.83,2100.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
21600.0,0.0,0.31,12.68,6600.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0
42000.0,4.0,0.05,6.17,1925.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
72000.0,4.0,0.14,13.85,10000.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
29000.0,1.0,0.21,15.62,6000.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
175000.0,3.0,0.05,11.14,8000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
66000.0,5.0,0.27,6.91,18000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
98000.0,7.0,0.2,13.57,20000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
101000.0,6.0,0.25,16.15,25000.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,1.0
129900.0,11.0,0.02,11.11,3100.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
54000.0,8.0,0.07,9.99,4000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
51000.0,4.0,0.09,11.14,4775.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
71000.0,10.0,0.08,15.62,6000.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
60000.0,6.0,0.07,12.21,4000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
27360.0,5.0,0.29,7.29,8000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
39000.0,5.0,0.31,11.99,12000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
27048.0,9.0,0.3,15.05,8000.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0
64052.0,3.0,0.08,10.74,4875.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
42000.0,3.0,0.12,11.86,5000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
65004.0,3.0,0.13,7.51,8400.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
34046.0,2.0,0.35,14.96,12000.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0
75000.0,3.0,0.27,11.83,20000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
31200.0,6.0,0.3,7.9,9250.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
26400.0,1.0,0.28,8.9,7500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
81600.0,5.0,0.1,12.84,8000.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
105000.0,3.0,0.24,12.23,25000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
144996.0,2.0,0.17,16.35,25000.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0
75000.0,5.0,0.07,11.49,5000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
41000.0,11.0,0.27,15.33,11000.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0
45000.0,7.0,0.27,6.91,12000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
96000.0,7.0,0.06,13.92,6000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
50000.0,0.0,0.24,6.62,12000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
120000.0,9.0,0.08,5.42,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
55000.0,4.0,0.18,14.42,10000.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
30000.0,2.0,0.05,14.22,1500.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
45000.0,3.0,0.13,7.49,6000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
120000.0,8.0,0.17,14.26,21000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0
68000.0,1.0,0.21,17.99,14400.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0
92250.0,2.0,0.14,10.99,13000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
74004.0,0.0,0.04,6.54,3000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
72000.0,5.0,0.17,10.62,12000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
60000.0,27.0,0.17,9.88,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
148000.0,8.0,0.07,13.55,10000.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
75000.0,2.0,0.26,15.13,19600.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
30000.0,8.0,0.3,5.99,9000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
54996.0,8.0,0.35,10.83,19000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
142000.0,14.0,0.17,11.48,24250.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
43000.0,2.0,0.16,7.88,7000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
60000.0,0.0,0.16,13.61,9700.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
88400.0,20.0,0.24,18.3,25000.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0
52000.0,2.0,0.48,11.11,25000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
19200.0,6.0,0.26,11.71,4950.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
79500.0,5.0,0.12,14.61,9600.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
105000.0,5.0,0.14,16.82,15000.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0
44000.0,7.0,0.23,8.49,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
56004.0,3.0,0.16,14.46,9000.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0
16428.0,0.0,0.15,12.23,2400.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
42000.0,2.0,0.48,12.84,20000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
108000.0,2.0,0.17,12.18,18500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
667680.0,19.0,0.01,13.98,10000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
25000.0,23.0,0.2,12.61,5000.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0
86400.0,5.0,0.03,14.65,2800.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
31000.0,7.0,0.3,14.11,9250.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
61000.0,6.0,0.03,6.62,2100.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
49536.0,6.0,0.1,6.62,5200.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
97000.0,4.0,0.14,11.48,14000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
80000.0,3.0,0.25,13.06,20000.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
49000.0,1.0,0.41,11.34,20000.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0
70000.0,1.0,0.21,7.88,14400.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
57000.0,5.0,0.17,14.46,9600.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
49441.0,11.0,0.24,6.99,12000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
60000.0,2.0,0.31,15.33,18500.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
67392.0,0.0,0.22,13.85,15000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0
72893.0,9.0,0.27,13.22,20000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
38000.0,0.0,0.07,15.7,2500.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
37000.0,5.0,0.08,18.39,3000.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,1.0
98400.0,0.0,0.08,12.68,8000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
35100.0,3.0,0.28,15.95,10000.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
45000.0,12.0,0.13,9.32,6000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
62500.0,7.0,0.19,12.23,12000.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
24000.0,3.0,0.3,7.51,7200.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
57600.0,6.0,0.11,7.49,6500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
66396.0,6.0,0.23,13.48,15000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
60000.0,6.0,0.13,15.21,7800.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
24240.0,3.0,0.14,9.99,3500.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
120000.0,2.0,0.13,7.51,15000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
45000.0,4.0,0.11,7.14,5000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
80000.0,6.0,0.02,10.74,1500.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
43000.0,6.0,0.08,13.49,3600.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
113000.0,5.0,0.11,16.29,12000.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
62050.0,3.0,0.21,15.95,15000.0,0.0,1.0,0.0,0.0,1,0.0,1.0,0.0,1.0
72000.0,9.0,0.19,12.42,14000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
45000.0,2.0,0.19,10.62,8500.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
62316.0,5.0,0.16,7.66,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
30000.0,9.0,0.17,6.03,5000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
49232.0,8.0,0.17,6.54,8500.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
39000.0,4.0,0.15,10.38,6000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
31200.0,2.0,0.21,11.49,6400.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
12000.0,1.0,0.08,16.32,1000.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0
66000.0,2.0,0.23,16.02,15000.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
49716.0,6.0,0.16,9.32,8000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
75000.0,1.0,0.16,12.84,12000.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
110000.0,12.0,0.03,11.49,3500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
24000.0,2.0,0.06,9.63,1500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
56100.0,23.0,0.12,16.07,8000.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
39900.0,1.0,0.35,10.37,14000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
48000.0,3.0,0.36,14.27,17375.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
58000.0,2.0,0.26,8.49,15000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
90000.0,13.0,0.13,6.62,12000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
60000.0,3.0,0.12,6.92,7000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
67000.0,8.0,0.27,13.11,18000.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0
42996.0,2.0,0.19,7.88,8200.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
54000.0,0.0,0.03,8.49,1500.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
120000.0,4.0,0.08,13.61,10000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
75000.0,7.0,0.07,7.49,5000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
63096.0,1.0,0.07,5.99,4200.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
30000.0,4.0,0.17,11.89,5000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
130000.0,0.0,0.14,11.71,18000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
42000.0,3.0,0.1,8.88,4000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
445000.0,3.0,0.06,9.62,25000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
33000.0,5.0,0.06,14.27,2000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
88000.0,18.0,0.11,12.69,9800.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
55000.0,5.0,0.27,6.17,15000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
66000.0,0.0,0.05,14.65,3300.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
107000.0,4.0,0.04,13.98,4000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
48000.0,8.0,0.09,5.42,4500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
22000.0,8.0,0.36,5.42,8000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
60996.0,0.0,0.26,16.0,16000.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0
31000.0,9.0,0.48,13.16,15000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
32000.0,5.0,0.19,5.42,6000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
34300.0,4.0,0.54,10.71,18500.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
113800.0,3.0,0.07,8.63,7500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
90000.0,8.0,0.16,14.65,14500.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
40000.0,7.0,0.1,6.76,4200.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
144997.0,14.0,0.17,11.83,25000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
65000.0,12.0,0.18,7.88,12000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
57000.0,6.0,0.31,14.09,17500.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
51000.0,5.0,0.1,12.98,5000.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
92000.0,7.0,0.16,11.12,15000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
52500.0,3.0,0.23,10.36,12000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
65000.0,3.0,0.12,7.14,8000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
33600.0,3.0,0.36,11.36,12000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
33000.0,4.0,0.03,14.79,1000.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
132000.0,10.0,0.08,10.99,11200.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
80000.0,0.0,0.08,5.79,6300.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
6000.0,3.0,0.22,6.03,1300.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0
42000.0,4.0,0.03,11.49,1200.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
68804.0,1.0,0.32,6.99,22000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
21000.0,4.0,0.38,13.79,8000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0
120000.0,11.0,0.06,6.76,7000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
77000.0,8.0,0.12,6.03,9000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
75000.0,0.0,0.13,7.88,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
61500.0,1.0,0.07,10.95,4000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
31000.0,14.0,0.08,10.65,2400.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
71200.0,2.0,0.15,12.42,11000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
24000.0,5.0,0.23,13.23,5500.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
102000.0,8.0,0.24,11.83,24250.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
89000.0,0.0,0.13,8.94,12000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
19000.0,0.0,0.04,12.29,700.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
51000.0,1.0,0.12,5.99,6000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
48000.0,0.0,0.03,9.99,1600.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
116000.0,5.0,0.13,12.84,15000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
32244.0,2.0,0.34,12.21,11100.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
